178,ChIJr_kI03y7rhIRWLYIN7dW7-k,Haute-Garonne,France,[Bar]
179,ChIJbxIuBDpu5kcRdYIN6Irc8nA,Paris,Île-de-France,"[Restaurant, food]"
180,ChIJ5-Wt8AZu5kcRwI6zQEwdXv4,Paris,Île-de-France,"[Bar, food, Restaurant]"
181,ChIJ-fTHLgJy5kcRkJ-cKY8mHug,Paris,France,"[Bar, Restaurant, store, cafe, food]"
182,ChIJM2AdzQBy5kcRdMXq_tKcHtE,Paris,France,"[Bar, night_club, cafe, Restaurant, food]"
183,ChIJHcjD5LjAyRIRMrc5wtxpy6k,Bouches-du-Rhône,France,"[Restaurant, cafe, food]"
184,ChIJR5-CQBpy5kcRKZp6xATLG2Q,Paris,France,"[food, Bar, Restaurant]"
185,ChIJD_qA0YTVwkcRZUy_GD16Di8,Nord,France,"[food, Bar, cafe, Restaurant]"
186,ChIJeQMHP8jAyRIRGHFgNaDXmyU,Bouches-du-Rhône,France,[Bar]
187,ChIJrx1wLQdy5kcR0LqCzSb0dTk,11ème Arrondissement Paris,Paris,"[Bar, food, night_club, Restaurant]"
188,ChIJCTQudat65kcRTh9_Wbry3zM,Paris,France,[university]
189,ChIJnY7lANp4CEgRMJwNHlI3DQQ,FR,,"[locality, political]"
190,ChIJU9d4gc9z5kcR4ml6HYlFX4o,Val-de-Marne,France,"[food, Restaurant]"
191,ChIJjdDV3Rtw5kcR1dmCBQOwaR0,Paris,France,"[Restaurant, food]"
192,ChIJQcio5M_r9EcR83yBOh8KrZo,2nd arrondissement of Lyon,Rhône,[]
193,ChIJl9avTVbq9EcREJFFJKaBNXM,Lyon,Rhône-Alpes,"[Restaurant, food]"
194,ChIJd_2o97l95kcR4j94zASrW3Q,Yvelines,France,[Bar]
195,ChIJ2XMGWQwqw0cR2Zusu4soVN0,Nord,France,[local_government_office]
196,ChIJJdinHult5kcRw1VJlkwXE54,,,
197,ChIJJdinHult5kcRw1VJlkwXE54,Paris,France,"[Restaurant, Bar, food]"
198,ChIJ66kETntu5kcRdmMzu9XGdaE,Paris,France,[Bar]
199,ChIJFXPKAL6NyRIR7UzIjTBIVcA,Bouches-du-Rhône,France,"[Restaurant, food]"
200,ChIJ2z4VG72NyRIRgUAa_uar0q4,FR,,"[meal_takeaway, Restaurant, food]"
201,ChIJTdqyEGK7rhIRyTBkGLlU8A0,Haute-Garonne,France,[Bar]
202,ChIJAzJoLS9Va4gRVSJAwDRZtvs,Indianapolis,Marion County,"[meal_takeaway, Restaurant, meal_delivery, food]"
203,ChIJrWgkmC1s5kcRt5dpW6uhUx4,Paris,France,[health]
